price_date,ticker,price,price_std
2014-10-02,DLTR,55.75,0.5521
2014-10-10,DLTR,56.05,0.5485
2014-10-16,DLTR,55.05,0.6611
2014-10-28,DLTR,58.98,1.426
2014-12-09,DLTR,68.105,1.7102
2014-12-12,DLTR,68.14,0.7383
2014-12-19,DLTR,68.7,0.6914
2015-01-06,DLTR,68.67,1.0451
2015-01-09,DLTR,69.46,0.7732
2015-01-21,DLTR,67.81,1.5695
2015-01-23,DLTR,72.07,1.7474
2015-01-29,DLTR,70.18,1.7748
2015-03-10,DLTR,79.61,1.0096
2015-05-08,DLTR,79.18,1.7927
2015-05-22,DLTR,77.18,0.9927
2015-06-09,DLTR,77.09,1.215
2015-06-19,DLTR,79.56,0.9672
2015-07-15,DLTR,81.8,1.1608
2015-07-17,DLTR,81.67,1.2541
2015-08-05,DLTR,78.58,1.3781
2015-10-06,DLTR,65.19,1.449
2015-10-14,DLTR,61.38,2.7211
2015-10-22,DLTR,64.8,1.606
2015-11-19,DLTR,67.16,1.8708
2015-11-20,DLTR,68.42,1.9544
2015-12-15,DLTR,77.34,1.5667
2015-12-30,DLTR,77.62,0.7408
2016-01-06,DLTR,80.52,1.3036
2016-01-14,DLTR,75.7,1.4241
2016-02-08,DLTR,75.33,2.1793
2016-03-22,DLTR,79.01,1.8147
2016-03-28,DLTR,80.84,1.628
2016-03-29,DLTR,81.35,1.3082
2016-06-02,DLTR,91.05,6.4156
2016-06-28,DLTR,92.31,0.8248
2016-08-03,DLTR,96.77,0.7786
2016-09-26,DLTR,80.0,1.0107
2016-09-29,DLTR,77.36,1.2203
2016-10-27,DLTR,74.45,0.9985
2016-11-22,DLTR,88.68,4.0081
2016-12-01,DLTR,86.57,4.6116
2017-01-31,DLTR,77.19,1.2896
2017-03-06,DLTR,75.93,1.3302
2017-03-07,DLTR,75.22,1.4784
2017-03-08,DLTR,75.6,1.5818
2017-03-17,DLTR,75.7,1.0394
2017-03-20,DLTR,74.3,1.0672
2017-05-08,DLTR,82.29,1.5286
2017-05-18,DLTR,79.0,1.4758
2017-06-01,DLTR,80.56,1.2217
2017-07-11,DLTR,66.87,1.2437
2017-07-12,DLTR,67.4,1.2677
2017-07-14,DLTR,69.11,1.1597
2017-07-19,DLTR,70.35,1.2496
2017-08-16,DLTR,74.44,1.1864
2017-08-22,DLTR,74.95,0.7859
2017-08-29,DLTR,79.7,2.7149
2017-08-30,DLTR,79.72,2.7959
2017-09-14,DLTR,83.46,1.7305
2017-09-21,DLTR,83.14,0.7738
2017-10-17,DLTR,91.53,2.1313
2017-10-30,DLTR,91.44,0.648
2018-01-11,DLTR,111.35,1.2026
2018-01-22,DLTR,115.02,2.4661
2013-03-07,DOV,73.1,0.6814
2013-03-28,DOV,72.88,0.7199
2013-06-07,DOV,79.52,0.9019
2013-06-13,DOV,78.61,0.6626
2013-06-21,DOV,77.37,1.0062
2013-07-05,DOV,78.0,1.2646
2013-07-11,DOV,81.33,1.4288
2013-07-12,DOV,81.0,1.6311
2013-08-13,DOV,88.61,1.3371
2013-08-15,DOV,87.11,1.2005
2013-08-27,DOV,85.25,0.9587
2013-09-16,DOV,89.94,1.7478
2013-09-27,DOV,89.36,0.9518
2013-09-30,DOV,89.83,0.9408
2013-10-04,DOV,88.97,0.9854
2013-11-26,DOV,91.42,0.9883
2013-11-29,DOV,90.74,1.0066
2013-12-10,DOV,90.87,1.3449
2013-12-20,DOV,94.56,1.6673
2014-01-07,DOV,94.76,1.6261
2014-01-14,DOV,95.42,0.9996
2014-01-15,DOV,96.36,1.0491
2014-02-07,DOV,85.44,4.7017
2014-03-11,DOV,81.92,5.2605
2014-03-17,DOV,81.43,5.0282
2014-03-19,DOV,81.51,3.7081
2014-04-16,DOV,83.18,1.3905
2014-04-21,DOV,85.86,1.6253
2014-04-24,DOV,86.19,1.9644
2014-05-22,DOV,86.01,0.6048
2014-06-06,DOV,88.3,0.8211
2014-06-17,DOV,89.41,0.96
2014-06-25,DOV,89.77,0.6676
2014-08-08,DOV,85.59,1.8871
2014-08-19,DOV,89.46,1.5508
2014-09-04,DOV,88.1,0.8256
2014-10-02,DOV,79.61,2.252
2014-10-10,DOV,75.76,2.1098
2014-10-16,DOV,73.44,3.3142
2014-10-28,DOV,79.51,2.5279
2014-12-09,DOV,73.57,3.5202
2014-12-12,DOV,67.82,4.4696
2014-12-19,DOV,73.68,3.1676
2015-01-06,DOV,69.14,1.9401
2015-01-09,DOV,69.64,1.9656
2015-01-21,DOV,71.7,1.1847
2015-01-23,DOV,69.76,1.0806
2015-01-29,DOV,70.14,1.1225
2015-03-10,DOV,70.17,1.311
2015-05-08,DOV,75.12,1.373
2015-05-22,DOV,77.77,0.9575
2015-06-09,DOV,72.41,1.7362
2015-06-19,DOV,72.54,1.2069
2015-07-15,DOV,65.81,2.058
2015-07-17,DOV,66.37,1.8986
2015-08-05,DOV,63.7,1.0569
2015-10-06,DOV,61.22,1.8003
2015-10-14,DOV,59.35,2.3453
2015-10-22,DOV,64.0,1.7737
2015-11-19,DOV,65.35,0.7383
2015-11-20,DOV,65.41,0.7549
2015-12-15,DOV,62.11,1.5274
2015-12-30,DOV,61.68,1.4975
2016-01-06,DOV,59.19,1.3537
2016-01-14,DOV,55.71,2.6092
2016-02-08,DOV,59.67,2.6673
2016-03-22,DOV,66.3,1.8296
2016-03-28,DOV,64.24,1.7798
2016-03-29,DOV,64.64,1.7767
2016-06-02,DOV,67.0,1.0196
2016-06-28,DOV,66.21,2.1249
2016-08-03,DOV,70.66,1.1524
2016-09-26,DOV,68.88,1.5011
2016-09-29,DOV,71.87,1.3722
2016-10-27,DOV,67.49,0.8438
2016-11-22,DOV,71.59,2.2761
2016-12-01,DOV,75.53,1.4518
2017-01-31,DOV,77.75,1.0781
2017-03-06,DOV,80.44,0.5292
2017-03-07,DOV,79.39,0.57
2017-03-08,DOV,77.25,1.0114
2017-03-17,DOV,79.7,1.6852
2017-03-20,DOV,79.82,1.6729
2017-05-08,DOV,78.83,1.258
2017-05-18,DOV,80.83,1.3505
2017-06-01,DOV,83.55,1.3014
2017-07-11,DOV,83.21,2.1747
2017-07-12,DOV,84.4,2.2811
2017-07-14,DOV,84.32,2.2162
2017-07-19,DOV,85.2,1.8094
2017-08-16,DOV,85.36,1.103
2017-08-22,DOV,84.79,1.1649
2017-08-29,DOV,83.85,0.6619
2017-08-30,DOV,84.74,0.6167
2017-09-14,DOV,90.04,1.8261
2017-09-21,DOV,92.04,2.3941
2017-10-17,DOV,94.05,1.0184
2017-10-30,DOV,95.85,1.7133
2018-01-11,DOV,103.51,1.0879
2018-01-22,DOV,104.84,0.9432
2013-03-07,DPS,43.85,0.6121
2013-03-28,DPS,46.95,1.201
2013-06-07,DPS,46.33,0.944
2013-06-13,DPS,46.81,0.7143
2013-06-21,DPS,45.54,0.5897
2013-07-05,DPS,46.37,0.7245
2013-07-11,DPS,47.57,0.7016
2013-07-12,DPS,47.46,0.7493
2013-08-13,DPS,46.46,0.4013
2013-08-15,DPS,45.28,0.6098
2013-08-27,DPS,45.36,0.7075
2013-09-16,DPS,45.13,0.3117
2013-09-27,DPS,44.98,0.4974
2013-09-30,DPS,44.82,0.4765
2013-10-04,DPS,43.47,0.8158
2013-11-26,DPS,48.19,0.4819
2013-11-29,DPS,48.26,0.3573
2013-12-10,DPS,48.39,0.3874
2013-12-20,DPS,48.42,0.5137
2014-01-07,DPS,48.1,0.4875
2014-01-14,DPS,48.04,0.4872
2014-01-15,DPS,48.07,0.4771
2014-02-07,DPS,48.89,0.7951
2014-03-11,DPS,52.99,0.4247
2014-03-17,DPS,52.72,0.466
2014-03-19,DPS,52.31,0.4162
2014-04-16,DPS,52.4,1.142
2014-04-21,DPS,52.55,0.9806
2014-04-24,DPS,53.82,1.0212
2014-05-22,DPS,57.2,0.4442
2014-06-06,DPS,58.52,0.5863
2014-06-17,DPS,58.32,0.5011
2014-06-25,DPS,58.51,0.8142
2014-08-08,DPS,60.4,1.0919
2014-08-19,DPS,61.14,0.7599
2014-09-04,DPS,62.59,1.0442
2014-10-02,DPS,63.6,0.7095
2014-10-10,DPS,64.43,0.4876
2014-10-16,DPS,61.85,0.93
2014-10-28,DPS,67.9,1.9444
2014-12-09,DPS,71.25,0.8561
2014-12-12,DPS,70.21,1.079
2014-12-19,DPS,71.66,1.0569
2015-01-06,DPS,71.48,1.0799
2015-01-09,DPS,73.85,0.9397
2015-01-21,DPS,78.74,2.3707
2015-01-23,DPS,78.51,2.6808
2015-01-29,DPS,79.08,2.3032
2015-03-10,DPS,77.95,0.4089
2015-05-08,DPS,76.51,1.5627
2015-05-22,DPS,77.06,0.8209
2015-06-09,DPS,73.27,1.4849
2015-06-19,DPS,74.6,1.0045
2015-07-15,DPS,78.32,1.8838
2015-07-17,DPS,78.67,2.0727
2015-08-05,DPS,83.24,1.5951
2015-10-06,DPS,81.96,1.6834
2015-10-14,DPS,82.8,2.4717
2015-10-22,DPS,89.6,1.8242
2015-11-19,DPS,89.32,1.0547
2015-11-20,DPS,87.88,0.9743
2015-12-15,DPS,93.33,1.1131
2015-12-30,DPS,94.65,1.405
2016-01-06,DPS,94.5,0.9997
2016-01-14,DPS,90.22,1.4523
2016-02-08,DPS,88.99,2.0375
2016-03-22,DPS,89.37,0.8566
2016-03-28,DPS,89.44,1.0768
2016-03-29,DPS,90.02,1.0812
2016-06-02,DPS,92.04,1.043
2016-06-28,DPS,94.73,1.269
2016-08-03,DPS,96.66,0.6983
2016-09-26,DPS,90.29,1.1049
2016-09-29,DPS,90.72,0.5755
2016-10-27,DPS,87.09,0.5055
2016-11-22,DPS,87.5,2.1899
2016-12-01,DPS,85.2,2.5257
2017-01-31,DPS,91.2,0.6111
2017-03-06,DPS,94.43,0.7014
2017-03-07,DPS,94.23,0.6482
2017-03-08,DPS,94.36,0.5365
2017-03-17,DPS,95.59,0.8698
2017-03-20,DPS,96.15,0.8646
2017-05-08,DPS,91.08,3.4757
2017-05-18,DPS,90.43,0.3503
2017-06-01,DPS,92.93,1.1869
2017-07-11,DPS,88.73,1.9586
2017-07-12,DPS,89.28,1.52
2017-07-14,DPS,90.32,1.3292
2017-07-19,DPS,91.4,0.9521
2017-08-16,DPS,92.44,0.625
2017-08-22,DPS,91.93,0.6941
2017-08-29,DPS,90.4,0.7889
2017-08-30,DPS,90.79,0.7714
2017-09-14,DPS,91.59,0.6975
2017-09-21,DPS,89.5,0.6653
2017-10-17,DPS,89.37,0.7238
2017-10-30,DPS,85.05,1.7852
2018-01-11,DPS,95.64,0.6187
2018-01-22,DPS,96.76,0.4734
2013-03-07,DRE,16.37,0.3473
2013-03-28,DRE,16.98,0.1827
2013-06-07,DRE,16.17,0.8602
2013-06-13,DRE,15.58,0.6201
2013-06-21,DRE,14.82,0.4911
2013-07-05,DRE,15.76,0.4706
2013-07-11,DRE,16.55,0.5222
2013-07-12,DRE,16.54,0.5353
2013-08-13,DRE,15.31,0.5264
2013-08-15,DRE,15.12,0.5049
2013-08-27,DRE,15.1,0.5567
2013-09-16,DRE,15.48,0.3236
2013-09-27,DRE,15.73,0.423
2013-09-30,DRE,15.44,0.3717
2013-10-04,DRE,15.45,0.2747
2013-11-26,DRE,15.14,0.2738
2013-11-29,DRE,15.18,0.2981
2013-12-10,DRE,14.98,0.1595
2013-12-20,DRE,14.91,0.3428
2014-01-07,DRE,15.15,0.1815
2014-01-14,DRE,15.01,0.0981
2014-01-15,DRE,15.13,0.0917
2014-02-07,DRE,15.97,0.4831
2014-03-11,DRE,16.67,0.1582
2014-03-17,DRE,16.61,0.1493
2014-03-19,DRE,16.34,0.1533
2014-04-16,DRE,17.41,0.1996
2014-04-21,DRE,17.32,0.2121
2014-04-24,DRE,17.37,0.2286
2014-05-22,DRE,17.32,0.1216
2014-06-06,DRE,18.09,0.2547
2014-06-17,DRE,17.63,0.17
2014-06-25,DRE,17.86,0.1637
2014-08-08,DRE,18.01,0.1447
2014-08-19,DRE,18.62,0.2158
2014-09-04,DRE,18.27,0.1489
2014-10-02,DRE,17.26,0.2345
2014-10-10,DRE,17.47,0.1692
2014-10-16,DRE,17.82,0.2477
2014-10-28,DRE,18.54,0.386
2014-12-09,DRE,19.52,0.1953
2014-12-12,DRE,19.3,0.0851
2014-12-19,DRE,20.24,0.3517
2015-01-06,DRE,20.69,0.3743
2015-01-09,DRE,21.29,0.384
2015-01-21,DRE,21.82,0.5716
2015-01-23,DRE,22.12,0.5171
2015-01-29,DRE,22.41,0.4457
2015-03-10,DRE,20.43,0.4377
2015-05-08,DRE,20.07,0.3088
2015-05-22,DRE,20.07,0.2484
2015-06-09,DRE,18.81,0.4303
2015-06-19,DRE,19.08,0.1727
2015-07-15,DRE,19.35,0.2885
2015-07-17,DRE,19.53,0.3337
2015-08-05,DRE,19.83,0.2322
2015-10-06,DRE,19.89,0.3533
2015-10-14,DRE,20.37,0.7242
2015-10-22,DRE,21.05,0.3761
2015-11-19,DRE,19.71,0.6933
2015-11-20,DRE,20.0,0.6178
2015-12-15,DRE,20.66,0.1996
2015-12-30,DRE,21.22,0.2822
2016-01-06,DRE,20.89,0.1513
2016-01-14,DRE,19.47,0.6787
2016-02-08,DRE,19.33,0.395
2016-03-22,DRE,21.81,0.3132
2016-03-28,DRE,21.89,0.3263
2016-03-29,DRE,22.63,0.3967
2016-06-02,DRE,23.88,0.3109
2016-06-28,DRE,26.15,0.4608
2016-08-03,DRE,28.33,0.5357
2016-09-26,DRE,27.72,0.5792
2016-09-29,DRE,27.52,0.4561
2016-10-27,DRE,25.4,0.2355
2016-11-22,DRE,24.64,0.6162
2016-12-01,DRE,25.15,0.7528
2017-01-31,DRE,24.33,1.0044
2017-03-06,DRE,25.82,0.3671
2017-03-07,DRE,25.87,0.3483
2017-03-08,DRE,25.51,0.2952
2017-03-17,DRE,25.62,0.3593
2017-03-20,DRE,25.78,0.3638
2017-05-08,DRE,28.16,0.204
2017-05-18,DRE,28.3,0.2685
2017-06-01,DRE,29.0,0.3676
2017-07-11,DRE,27.49,0.3433
2017-07-12,DRE,27.9,0.2867
2017-07-14,DRE,27.83,0.2237
