2017-05-18,MNST,46.81,1.2951
2017-05-18,MO,70.54,0.2425
2017-05-18,MON,115.79,0.3779
2017-05-18,MOS,22.85,1.0464
2017-05-18,MPC,51.94,0.9322
2017-05-18,MRK,63.89,0.5535
2017-05-18,MRO,14.12,0.224
2017-05-18,MS,41.31,0.7978
2017-05-18,MSFT,67.71,0.6074
2017-05-18,MSI,80.83,1.6474
2017-05-18,MTB,157.08,1.6268
2017-05-18,MTD,561.5,19.4525
2017-05-18,MU,27.48,0.684
2017-05-18,MYL,38.15,0.6724
2017-05-18,NBL,30.72,0.5428
2017-05-18,NCLH,49.12,2.5608
2017-05-18,NDAQ,66.74,0.6057
2017-05-18,NEE,136.94,1.1946
2017-05-18,NEM,33.31,0.582
2017-05-18,NFLX,155.7,2.1965
2017-05-18,NFX,33.66,0.5993
2017-05-18,NI,24.5,0.1671
2017-05-18,NKE,51.68,1.097
2017-05-18,NLSN,39.04,0.4788
2017-05-18,NOC,246.88,1.5581
2017-05-18,NOV,34.02,0.3043
2017-05-18,NRG,15.24,0.5151
2017-05-18,NSC,112.8,1.743
2017-05-18,NTAP,40.15,0.5593
2017-05-18,NTRS,86.74,1.5537
2017-05-18,NUE,55.88,1.9703
2017-05-18,NVDA,133.07,13.8409
2017-05-18,NWL,51.87,3.388
2017-05-18,OKE,49.82,1.0137
2017-05-18,OMC,82.37,0.7858
2017-05-18,ORCL,44.17,0.4511
2017-05-18,ORLY,249.78,4.886
2017-05-18,OXY,60.29,0.8201
2017-05-18,PAYX,57.43,0.7841
2017-05-18,PBCT,16.74,0.2812
2017-05-18,PCAR,62.33,1.7685
2017-05-18,PCG,65.63,0.5767
2017-05-18,PCLN,1796.03,44.3831
2017-05-18,PDCO,42.51,0.8783
2017-05-18,PEG,43.79,0.4376
2017-05-18,PEP,114.03,0.6664
2017-05-18,PFE,32.22,0.4891
2017-05-18,PFG,60.55,1.282
2017-05-18,PG,85.87,0.2729
2017-05-18,PGR,41.57,0.5486
2017-05-18,PH,152.29,2.4767
2017-05-18,PHM,22.75,0.3186
2017-05-18,PKG,99.22,1.6204
2017-05-18,PKI,61.66,1.1636
2017-05-18,PLD,54.77,0.3839
2017-05-18,PM,113.58,1.1584
2017-05-18,PNC,117.36,1.9984
2017-05-18,PNR,65.95,0.8585
2017-05-18,PNW,84.61,0.322
2017-05-18,PPG,105.39,1.5316
